"","technology","icc","icc.lbound","icc.ubound","kripp","fleiss","fleiss.z","fleiss.p","p.anova","num","no.coders"
"28","Google Street view",0.675279329608938,0.076374989052004,0.947190251625433,0.195055793227166,0.0192885771543086,0.468173142213778,0.639660777070062,NA,9,11
"29","AI analysis on sensors",0.90133779264214,0.691570675723206,0.988270044651555,0.274149353845201,0.119073275862069,2.54464531597329,0.0109388785954945,NA,9,10
"30","Computational infrastructure to handle big volumes of data",0.943943943943944,0.834969230084266,0.990947606667586,0.67682768481468,0.365558912386707,7.25668341691235,3.96793709001031e-13,NA,7,13
"31","Artificial intelligence",0.501730103806228,-0.280089932175133,0.870846854788638,0.11023490850069,0.0400449101796408,0.566330140098945,0.571169375101151,NA,5,16
"32","Acoustic analysis",-2.78571428571428,-15.3494619853557,0.904052832723696,0.11278876850889,-0.086864406779661,-1.43107127184835,0.152409789747323,NA,9,19
"33","Data aggregation software and visualisation and analysis tools",-0.179413179413179,-1.83150211579608,0.687912998247025,-0.00953577584297394,-0.0245647507751014,-0.655981839390624,0.511835809167828,NA,8,16
"34","Data analysis to reveal early signals of invasion",0.67553865652725,-0.0544751545148683,0.961653370054978,0.217045679665928,-0.0500000000000001,-0.904664586383713,0.365643107738311,NA,7,15
"35","Gamification",0.459915611814346,-0.462222557007195,0.862145509627635,0.157327045691376,0.0505494505494505,0.607413036863942,0.543576838833889,NA,4,15
"36","Mobile-based data collection platforms",0.486153846153846,-0.219725084128247,0.863547287833735,0.0459480761680409,-0.00759817105970949,-0.165756310342098,0.868348729693537,NA,9,11
"37","Advanced natural language generation",0.104477611940298,-2.00269483834176,0.894656772806684,-0.0226695652173912,-0.0402476780185759,-0.584511260660261,0.558876391417676,NA,6,15
