"","technology","icc","icc.lbound","icc.ubound","kripp","fleiss","fleiss.z","fleiss.p","p.anova","num","no.coders"
"24","Visual storytelling",0.835240274599542,0.528127087987056,0.973242957326984,0.303101995100262,0.0628166160081054,1.751763098536,0.079814551913842,"< 0.05",10,10
"25","Google Street view",0.642922374429224,-0.281679832016053,0.974640315838771,0.166857799967354,-0.00551053484602918,-0.134754739685713,0.892805791838089,"< 0.05",11,11
"26","AI analysis on sensors",0.919941471571906,0.742335140591557,0.990524260984829,0.274149353845201,0.119073275862069,2.5446453159733,0.0109388785954945,"< 0.05",9,9
"27","Computational infrastructure to handle big volumes of data",0.956929637526652,0.84540500163943,0.99694113909465,0.432918094920687,0.234782608695652,6.09715271787705,1.07974362784091e-09,"< 0.05",11,11
"28","Artificial intelligence",0.828891257995736,0.60520581012614,0.954151137034382,0.143378933296105,0.0744025089218125,3.83543774732,0.000125340851980127,"< 0.05",15,15
"29","Acoustic hardware",0.847207991803279,0.589718425100831,0.969354482058361,0.326266401860384,0.0894358794674141,2.43005078009386,0.0150967075226174,"< 0.05",9,9
"30","3D technology to improve CS experience",0.302197802197803,-1.94509178983429,0.982317193839451,0.118511840288875,-0.014814115870919,-0.468079772437026,0.639727543817286,"< 0.05",15,15
"31","Data analysis to reveal early signals of invasion",0.861596437136006,0.523104378301522,0.990135303059992,0.194713196280793,0.0287887017925041,1.01958590136623,0.307924894256496,"< 0.05",15,15
"32","Mobile-based data collection platforms",0.552558139534884,-0.0536992398856049,0.880883713386122,0.0312318635777943,-0.0217200674536256,-0.642403986460524,0.5206109120033,"< 0.05",11,11
"33","Advanced natural language generation",0.445205479452055,-1.39600541372362,0.985938990993625,0.118053437804185,-0.025709219858156,-0.708892120313327,0.478391425295335,"< 0.05",13,13
"34","Open source hardware",NA,NA,NA,0.198509345396454,NA,NA,NA,NA,9,9
"35","Data aggregation software and visualisation and analysis tools",-1.47692307692308,-7.13996361830837,0.707754933427444,-0.0441548484511902,-0.089789149490642,-1.93429918667461,0.0530763531876999,"< 0.05",8,8
"36","Social media mining has",0.945157699443414,0.859675863393126,0.987183323321044,0.515117101508705,0.1508542348237,4.15971518066581,3.18644697723247e-05,"< 0.05",8,8
"37","Collective intelligence",0.893863746174907,0.679016027901376,0.987315977467359,0.205464671245534,0.0967133425233984,3.56747302352227,0.000360440473039736,"< 0.05",15,15
"38","eNose technology",0.869098712446352,0.669710837127938,0.969288157564644,0.338417583963526,0.104166666666667,2.92306411107734,0.0034660514210676,NA,9,9
"39","Acoustic analysis",0.824943957611575,0.57494546734529,0.953840558614246,0.206136901856041,0.0745501285347043,2.14384117242283,0.032045615113357,"< 0.05",8,8
